ID,Partner.Country,Reporting.Country,Product,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015
2018,Lesotho,Malaysia,Glue,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0
2019,Lesotho,Hong Kong,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
2020,Lesotho,China,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.6,0
2021,Lesotho,China,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0
2022,Liberia,Thailand,Smoke Screen Bomb,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2,2.6,2,1.4,4.4,0,0,13,32.4,60.6,14.4,45.2,96.4,65.2,112.8,96.2,124,59.2,80.6
2023,Liberia,Thailand,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20.4,6.8,13,0,0,0,0
2024,Liberia,Thailand,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0,0,0,0,0,0,0,7.4
2025,Liberia,Singapore,Giant Rubber Band,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.4,1.2,0,0,3.8,0,0,0,0,3.8,3.8,0,0,0,0,0
2026,Liberia,Malaysia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0
2027,Liberia,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,45.2,30.2,35.4,89,14,0
2028,Liberia,Indonesia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,12.2,67,36,12,48,60.8
2029,Liberia,Indonesia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,18.8,0,0,0,0
2030,Liberia,India,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,12,15,20
2031,Liberia,India,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,4,0,0,0
2032,Liberia,Hong Kong,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0
2033,Liberia,China,Smoke Screen Bomb,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0.4,0,0,0,0,31.6,8,0,4.4,7.4,4,0,2.4
2034,Liberia,China,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.2,0.2,3.6,0,0
2035,Liberia,China,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,2.8,0,0,1.8
2036,Libya,Thailand,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,40.6,158,195.8,362,321.6,36,0,158.4,139,15.8
2037,Libya,Thailand,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8,11.6,10.8,10.6,79.8,58.2,0,38.2,18,29.4,0
2038,Libya,Thailand,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,0,103.6,92.4,86.8,100.8,31.6,0,0
2039,Libya,South Korea,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,Libya,South Korea,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.8,0,0,0,0,0,0,0
2041,Libya,South Korea,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0.6,0,0,0,0,0,0
2042,Libya,Singapore,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,125.4,256,104,7.2
2043,Libya,Singapore,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.2,0
2044,Libya,Singapore,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.8,22.8,0,0,0
2045,Libya,Malaysia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0,0
2046,Libya,Malaysia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0
2047,Libya,Japan,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,Libya,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.6,73.2,56.8,575.4,672.4,137.6,224
2049,Libya,Indonesia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,736.2,555.8,60,219.2,212.2,152,14
2050,Libya,Indonesia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,471.6,326,88.6,0,0,0
2051,Libya,India,Smoke Screen Bomb,2,2,2,2,2,2.2,2,2.2,2.2,1.6,2.8,2,0,6.2,0,0,0,0,0,0,0,0,0,0,12,3.8
2052,Libya,India,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,84.2,0,0,11.6,0,0
2053,Libya,India,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0
2054,Libya,China,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0.6,2.8,221,3,35.8,18.4,79,26
2055,Libya,China,Giant Rubber Band,3.8,3.8,3.8,3.8,3.8,3.8,3.6,4,4,3,5,3.8,0,11.2,0,0,0,11,42.6,6,159.4,383,54.4,88.4,10.8,0
2056,Libya,China,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,50.2,226.8,550.2,557.6,0,103.2
2057,Madagascar,Thailand,Smoke Screen Bomb,3.2,3.2,3.2,3.2,3.2,3.2,3,3,3.6,2.6,2.8,5.2,0,3.2,12.6,72,18,82.6,53.8,43.2,53.8,71,43.2,45.2,89.6,59.2
2058,Madagascar,Thailand,Giant Rubber Band,8.6,8.6,8.6,8.6,8.6,8.4,8.6,8.8,8.2,8.6,9.4,7,9.2,11.8,0,6.6,0,0,3,0,0,0,0,0,7.2,0
2059,Madagascar,Thailand,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,3.2,0
2060,Madagascar,South Korea,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,Madagascar,South Korea,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
2062,Madagascar,Singapore,Smoke Screen Bomb,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.4,1.2,1,1.6,1.2,0,3.8,0,10.4,9.8,3.4,0,26.2,0,236.8,431.6,140.8,23,0
2063,Madagascar,Singapore,Giant Rubber Band,9.4,9.4,9.4,9.4,9.6,9.4,9.2,9.8,9.4,8.8,11.2,8.4,6.6,18.4,0,116.6,12.4,18.2,18.6,7.4,7.4,4.6,14.6,36.6,3.6,7.4
2064,Madagascar,Singapore,Glue,2.4,2.4,2.4,2.4,2.4,2.4,2.6,2.4,2.2,3,2.2,1.6,5,0,0,0,0,0,0,0,0,75.8,29.4,0,0,0
2065,Madagascar,Malaysia,Smoke Screen Bomb,1.4,1.4,1.4,1.4,1.4,1.4,1.2,1.4,1.4,1,1.8,1.4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2066,Madagascar,Malaysia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,12,0,0,0,0,0,0
2067,Madagascar,Malaysia,Glue,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0,0,0,6.2,11.4,0,0,0.4,0,0,0,0,30.8
2068,Madagascar,Japan,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,3.2,0,0,0,0,0,0,0
2069,Madagascar,Japan,Glue,1,1,1,1,1,1,1,1,1,0.8,1.4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2070,Madagascar,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,71.4,116,165.6,293.6,326,220
2071,Madagascar,Indonesia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,63,224.4,335.2,327.2,413.8,460.6
2072,Madagascar,Indonesia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.8,42.6,3.2,0,7.8,17.4,3.2
2073,Madagascar,India,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36.6,43.2,87.8,125.8,180
2074,Madagascar,India,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,105,42.4,101.2,120.2,42.6,66.4,20.6,39.4
2075,Madagascar,India,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,6.4,0,0,0,13.8,0,0,0
2076,Madagascar,Hong Kong,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,1.2,0.2,0.4,2.6
2077,Madagascar,Hong Kong,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10.2,7,0,0
2078,Madagascar,China,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,7.8,31.6,15,39.4,120,1,0
2079,Madagascar,China,Giant Rubber Band,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,0.6,0.4,1.2,0,0,3.8,7,7.4,0,13.6,13.6,15.8,41.4,33.2,36.4,18,28.6
2080,Madagascar,China,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.6,0,37.8,6,22.2,14.4,19.2,11
2081,Mali,Thailand,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,7.2,14.4,0,7.2,32.2,0,0,26.4,64.2
2082,Mali,Thailand,Glue,1,1,1,1,0.8,1,1,0.8,1,0.8,0.6,1.8,0,0,5.4,0,0,7.2,0,0,0,0,0,0,0,0
2083,Mali,Sri Lanka,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,Mali,Japan,Giant Rubber Band,1,1,1,1,1,1,1,1,1,0.8,1.4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2085,Mali,Indonesia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
2086,Mali,India,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
2087,Mali,China,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0
2088,Mali,China,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0
2089,Mali,China,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0
2090,Mauritania,Thailand,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4,107,41.4,0
2091,Mauritania,Thailand,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,0,6.6,3.6,0,0,0,0
2092,Mauritania,Malaysia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
2093,Mauritania,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.2,64.8,83,56.8,91,103.6,15.4
2094,Mauritania,Indonesia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,11.2,46.2,0,24,0,0
2095,Mauritania,India,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0
2096,Mauritania,China,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,1,0,0,3.6,3.8
2097,Mauritania,China,Giant Rubber Band,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,2,1.6,2,2.4,0,3.8,3.8,4,0,0,3.8,0,0,0,3.4,7.4,3.6,0
2098,Mauritania,China,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0
2099,Mauritius,Thailand,Smoke Screen Bomb,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.8,2,3.2,3.2,0,6.2,3,9.4,21.4,28.2,28.4,21.6,17.6,40.4,72.4,71.8,77.8,85.2
2100,Mauritius,Thailand,Giant Rubber Band,71.8,71.8,71.8,71.8,71.8,71.6,72.2,71.6,70.8,74.2,70.2,68.2,83.8,58.2,62.8,56,27,32.4,15.8,16.8,51.4,28.6,16.6,3.2,48.4,49.2
2101,Mauritius,Thailand,Glue,26,26,26,26,26.2,26.2,25.4,27,26.2,23.2,31.6,23.6,14.2,56.8,0,0,0,6.8,0,0,6.8,24.4,12.4,23,20.4,16.4
2102,Mauritius,Taiwan,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,12,0,0,0,6.2,0,0,0,0
2103,Mauritius,Singapore,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7.6,25.8,19.4,7.8
2104,Mauritius,Singapore,Giant Rubber Band,10.8,10.8,10.8,10.6,10.8,10.8,10.6,10.8,11.2,9.6,11.8,12,5.2,18,12.8,18.4,3.4,3.8,11.8,0,3.8,8.4,0,0,0,4
2105,Mauritius,Singapore,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,3.8,3.8,0
2106,Mauritius,Malaysia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,3.6,0,12,8,6.6,0,0,0,0,0
2107,Mauritius,Malaysia,Giant Rubber Band,47.6,47.6,47.4,47.6,47.6,47,48.2,47.4,45.6,51.4,45.4,40.2,68.2,27.8,24.6,3.8,3.4,8.4,11.2,31.8,16.8,25.8,22,15.8,13,0
2108,Mauritius,Malaysia,Glue,16.8,16.8,16.8,16.8,16.8,16.4,17.4,16.8,15.4,20,15,11.2,33.6,0,0,0,0,0,101.2,76,23.4,2.8,0.6,0,0.2,6.4
2109,Mauritius,Japan,Giant Rubber Band,95.8,95.8,95.4,96,96,94.2,98,95.6,88.6,109.8,88.4,67.8,173.4,24,6,3,5.8,70,2.6,0,0,0,0,0,0,0
2110,Mauritius,Japan,Glue,3.4,3.4,3.4,3.4,3.4,3.6,3.4,3.6,3.6,2.6,4.6,3.4,0,10.4,0,0,0,0,6.6,0,0,0,0,0,0,0
2111,Mauritius,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,44.2,74,529,465.8,443,341.4
2112,Mauritius,Indonesia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493.4,335.6,293.2,124.8,99.8,74.4,67
2113,Mauritius,Indonesia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.4,235.4,250.8,43,153.8,66,9.4
2114,Mauritius,India,Smoke Screen Bomb,3.6,3.6,3.6,3.6,3.6,3.8,3.6,3.4,4.2,3.2,2.4,7.2,0,0,21.6,6.4,0,4,0,59,68.4,59.8,11.4,20.6,34.6,130.6
2115,Mauritius,India,Giant Rubber Band,0.2,0.2,0.2,0.2,0.2,0.2,0,0.2,0.2,0,0.2,0.2,0,0.2,0.2,3.2,4.2,2,0,0,56.2,83.2,67,22.2,25.8,29.2
2116,Mauritius,India,Glue,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.4,1.8,1.4,1,3.2,0,0,9.6,9.6,0,0.4,5,3.8,5.2,7.8,19.4,0,0,1.4
2117,Mauritius,Hong Kong,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,12.4,0,0,0,2.6
2118,Mauritius,Hong Kong,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0
2119,Mauritius,Hong Kong,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2120,Mauritius,China,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,3.6,5.4,0,24.2,11.8,52.2,47.2,13.6
2121,Mauritius,China,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,17.6,20.4,147.8,28.2,50,64.4,149.6,107.8,229.2
2122,Mauritius,China,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,41.8,35,20.2,101,52,100.4,215.8,222,195.8
2123,Mayotte,Thailand,Smoke Screen Bomb,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.4,0.4,1,0,0,3.2,0,0,0,3.6,3.6,3.6,10.8,21.6,28.8,61.2,58.4
2124,Mayotte,Thailand,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,3.6,0
2125,Mayotte,South Korea,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,0,0,0
2126,Mayotte,Singapore,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6,58.2,42.6,0
2127,Mayotte,Singapore,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
2128,Mayotte,Singapore,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0
2129,Mayotte,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0
2130,Mayotte,Indonesia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,22.8,7.6
2131,Mayotte,China,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
2132,Morocco,Thailand,Smoke Screen Bomb,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.6,0.4,0.4,1,0,0,3.2,0,3.6,0,0,0,0,0,0,0,0,0
2133,Morocco,South Korea,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,Morocco,Singapore,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2135,Morocco,Singapore,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0
2136,Morocco,Japan,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.8,69.2,123
2137,Morocco,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,11,74.4,0,21.8,14.2,0
2138,Morocco,Indonesia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0,28.4,22
2139,Morocco,Indonesia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,16.2,0
2140,Morocco,India,Glue,24.8,25,25,24.8,25,25.2,23.8,26.2,25.8,19.4,33.2,25,0,74.8,0,0,0,0,0,0,0.6,0,0,0,0,0
2141,Morocco,China,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,7.2,3.2,0,0,2.2,2.6,21.2,4.4,4.4
2142,Morocco,China,Giant Rubber Band,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3,3.8,2.8,2.2,6.4,0,0,0,0,0.6,0,0,3.4,0,8,0,0,0
2143,Morocco,China,Glue,305.2,305.6,305.8,304.4,307,306.2,299.8,314.8,303.6,281,360,270,212.8,597.2,0,0,0,0.4,0,0,0,0.2,0,0,0,0
2144,Mozambique,Thailand,Smoke Screen Bomb,4.8,4.8,4.6,4.8,4.8,4.6,4.8,4.6,4.4,5.6,4.2,3.2,9.4,0,0,0,10.8,25.2,32.4,10.8,35.8,43.2,21.6,55.4,170.8,102.4
2145,Mozambique,Thailand,Giant Rubber Band,30,30,30,30,30,30.4,29.4,30.2,31.4,26.8,32.4,35.2,12.6,49.2,43.6,0,0,7.2,49.2,46.2,52.4,65.4,37.4,22.2,88.8,48.6
2146,Mozambique,South Korea,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2147,Mozambique,Singapore,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0
2148,Mozambique,Singapore,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0
2149,Mozambique,Malaysia,Smoke Screen Bomb,1.2,1.2,1.2,1.2,1,1.2,1.2,1,1.4,1,0.8,2.2,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0
2150,Mozambique,Malaysia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
2151,Mozambique,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6.6,70.2,129,242.2,142.6,161
2152,Mozambique,Indonesia,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,17.8,16.8,27.6,25.2,24.2,76
2153,Mozambique,Indonesia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,96,30.8,0,0,41,0
2154,Mozambique,India,Smoke Screen Bomb,2,2,2,2,2,2,2,1.8,2.4,1.8,1.4,4,0,0,12,3,4,0,0,3.6,4.2,4,0,10,90.2,96.6
2155,Mozambique,India,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18.6,18,48,77.8,24.8,14.6,8,15.8
2156,Mozambique,India,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,3.2,3,7.6,0,0.6
2157,Mozambique,China,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,6,8.2,13,8,3.8,8.6,25.8
2158,Mozambique,China,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,44.8,23.4,96.6,94.4,25,60.8
2159,Mozambique,China,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,60.4,3.4,0,7.8,0,16.6,3.4,0,1,0.8
2160,Namibia,Thailand,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,0,3.6,10.8,0,0,0
2161,Namibia,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4,182.4,19
2162,Namibia,India,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,4
2163,Namibia,China,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,3.4,0,0,0,1.4
2164,Namibia,China,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,3.2,0,0,2.4
2165,Namibia,China,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,3.2,2.6
2166,Niger,Thailand,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6,21.6,7.2,60,22.4,3.8
2167,Niger,Indonesia,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,4.8,0,0,0
2168,Niger,Indonesia,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0
2169,Niger,India,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.6,0,0,0,0
2170,Niger,India,Glue,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.6,3.2,2.4,1.8,5.6,0,0,16.6,0,0,0,0,0,0,0,0,0,0,0
2171,Niger,China,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0
2172,Nigeria,Thailand,Smoke Screen Bomb,6.2,6.2,6.2,6.4,6.4,6.2,6.4,6.2,5.8,7.4,5.6,4.2,12.6,0,0,3.2,201.2,75.4,210.4,0,63.6,260.8,668.2,1609.2,2122.6,967.2
2173,Nigeria,Thailand,Giant Rubber Band,143.8,143.8,144.6,143.2,143.8,146.6,139,146,155,116.2,166.8,181.8,0,318.4,227,0,0,118.6,0,0,21.6,17.4,0,0,179.6,30
2174,Nigeria,Thailand,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.8,160.8,0,25.6,0,0,0,98.4,0
2175,Nigeria,South Korea,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0
2176,Nigeria,South Korea,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,8.2
2177,Nigeria,South Korea,Glue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0
2178,Nigeria,Singapore,Smoke Screen Bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,894,1094,692.8,663.4
2179,Nigeria,Singapore,Giant Rubber Band,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
